,Unnamed: 0,강원도,가평군,가경동,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
2306,,,,은진면,,,,,,,,,,,,,
2307,,,,은척면,,,,,,,,,,,,,
2308,,,,은천동,,,,,,,,,,,,,
2309,,,,은풍면,,,,,,,,,,,,,
2310,,,,은하면,,,,,,,,,,,,,
2311,,,,은행1동,,,,,,,,,,,,,
2312,,,,은행2동,,,,,,,,,,,,,
2313,,,,은행동,,,,,,,,,,,,,
2314,,,,은행선화동,,,,,,,,,,,,,
2315,,,,은현면,,,,,,,,,,,,,
2316,,,,을지로동,,,,,,,,,,,,,
2317,,,,음봉면,,,,,,,,,,,,,
2318,,,,음성읍,,,,,,,,,,,,,
2319,,,,음암면,,,,,,,,,,,,,
2320,,,,읍내동,,,,,,,,,,,,,
2321,,,,응봉동,,,,,,,,,,,,,
2322,,,,응봉면,,,,,,,,,,,,,
2323,,,,응암제1동,,,,,,,,,,,,,
2324,,,,응암제2동,,,,,,,,,,,,,
2325,,,,응암제3동,,,,,,,,,,,,,
2326,,,,의당면,,,,,,,,,,,,,
2327,,,,의령읍,,,,,,,,,,,,,
2328,,,,의림지동,,,,,,,,,,,,,
2329,,,,의성읍,,,,,,,,,,,,,
2330,,,,의신면,,,,,,,,,,,,,
2331,,,,의정부1동,,,,,,,,,,,,,
2332,,,,의정부2동,,,,,,,,,,,,,
2333,,,,의창동,,,,,,,,,,,,,
2334,,,,의흥면,,,,,,,,,,,,,
2335,,,,이곡1동,,,,,,,,,,,,,
2336,,,,이곡2동,,,,,,,,,,,,,
2337,,,,이도1동,,,,,,,,,,,,,
2338,,,,이도2동,,,,,,,,,,,,,
2339,,,,이동,,,,,,,,,,,,,
2340,,,,이동면,,,,,,,,,,,,,
2341,,,,이동읍,,,,,,,,,,,,,
2342,,,,이로동,,,,,,,,,,,,,
2343,,,,이매1동,,,,,,,,,,,,,
2344,,,,이매2동,,,,,,,,,,,,,
2345,,,,이문제1동,,,,,,,,,,,,,
2346,,,,이문제2동,,,,,,,,,,,,,
2347,,,,이반성면,,,,,,,,,,,,,
2348,,,,이방면,,,,,,,,,,,,,
2349,,,,이백면,,,,,,,,,,,,,
2350,,,,이산면,,,,,,,,,,,,,
2351,,,,이서면,,,,,,,,,,,,,
2352,,,,이안면,,,,,,,,,,,,,
2353,,,,이양면,,,,,,,,,,,,,
2354,,,,이원면,,,,,,,,,,,,,
2355,,,,이월면,,,,,,,,,,,,,
2356,,,,이인면,,,,,,,,,,,,,
2357,,,,이창동,,,,,,,,,,,,,
2358,,,,이천동,,,,,,,,,,,,,
2359,,,,이촌제1동,,,,,,,,,,,,,
2360,,,,이촌제2동,,,,,,,,,,,,,
2361,,,,이태원제1동,,,,,,,,,,,,,
2362,,,,이태원제2동,,,,,,,,,,,,,
2363,,,,이평면,,,,,,,,,,,,,
2364,,,,이현동,,,,,,,,,,,,,
2365,,,,이호동,,,,,,,,,,,,,
2366,,,,이화동,,,,,,,,,,,,,
2367,,,,인계동,,,,,,,,,,,,,
2368,,,,인계면,,,,,,,,,,,,,
2369,,,,인동동,,,,,,,,,,,,,
2370,,,,인수동,,,,,,,,,,,,,
2371,,,,인월면,,,,,,,,,,,,,
2372,,,,인제읍,,,,,,,,,,,,,
2373,,,,인주면,,,,,,,,,,,,,
2374,,,,인지면,,,,,,,,,,,,,
2375,,,,인창동,,,,,,,,,,,,,
2376,,,,인헌동,,,,,,,,,,,,,
2377,,,,인화동,,,,,,,,,,,,,
2378,,,,인후1동,,,,,,,,,,,,,
2379,,,,인후2동,,,,,,,,,,,,,
2380,,,,인후3동,,,,,,,,,,,,,
2381,,,,일곡동,,,,,,,,,,,,,
2382,,,,일광면,,,,,,,,,,,,,
2383,,,,일도1동,,,,,,,,,,,,,
2384,,,,일도2동,,,,,,,,,,,,,
2385,,,,일동,,,,,,,,,,,,,
2386,,,,일동면,,,,,,,,,,,,,
2387,,,,일로읍,,,,,,,,,,,,,
2388,,,,일반성면,,,,,,,,,,,,,
2389,,,,일봉동,,,,,,,,,,,,,
2390,,,,일산1동,,,,,,,,,,,,,
2391,,,,일산2동,,,,,,,,,,,,,
2392,,,,일산3동,,,,,,,,,,,,,
2393,,,,일산동,,,,,,,,,,,,,
2394,,,,일신동,,,,,,,,,,,,,
2395,,,,일운면,,,,,,,,,,,,,
2396,,,,일원1동,,,,,,,,,,,,,
2397,,,,일원2동,,,,,,,,,,,,,
2398,,,,일원본동,,,,,,,,,,,,,
2399,,,,일월면,,,,,,,,,,,,,
2400,,,,일죽면,,,,,,,,,,,,,
2401,,,,일직면,,,,,,,,,,,,,
2402,,,,임계면,,,,,,,,,,,,,
2403,,,,임고면,,,,,,,,,,,,,
2404,,,,임곡동,,,,,,,,,,,,,
2405,,,,임남면,,,,,,,,,,,,,
2406,,,,임동,,,,,,,,,,,,,
2407,,,,임동면,,,,,,,,,,,,,
2408,,,,임실읍,,,,,,,,,,,,,
2409,,,,임오동,,,,,,,,,,,,,
2410,,,,임자면,,,,,,,,,,,,,
2411,,,,임천면,,,,,,,,,,,,,
2412,,,,임피면,,,,,,,,,,,,,
2413,,,,임하면,,,,,,,,,,,,,
2414,,,,임회면,,,,,,,,,,,,,
2415,,,,입면,,,,,,,,,,,,,
2416,,,,입북동,,,,,,,,,,,,,
2417,,,,입암면,,,,,,,,,,,,,
2418,,,,입장면,,,,,,,,,,,,,
2419,,,,자금동,,,,,,,,,,,,,
2420,,,,자산동,,,,,,,,,,,,,
2421,,,,자양동,,,,,,,,,,,,,
2422,,,,자양면,,,,,,,,,,,,,
2423,,,,자양제1동,,,,,,,,,,,,,
2424,,,,자양제2동,,,,,,,,,,,,,
2425,,,,자양제3동,,,,,,,,,,,,,
2426,,,,자양제4동,,,,,,,,,,,,,
2427,,,,자월면,,,,,,,,,,,,,
2428,,,,자은동,,,,,,,,,,,,,
2429,,,,자은면,,,,,,,,,,,,,
2430,,,,자인면,,,,,,,,,,,,,
2431,,,,작전1동,,,,,,,,,,,,,
2432,,,,작전2동,,,,,,,,,,,,,
2433,,,,작전서운동,,,,,,,,,,,,,
2434,,,,작천면,,,,,,,,,,,,,
2435,,,,잠실2동,,,,,,,,,,,,,
2436,,,,잠실3동,,,,,,,,,,,,,
2437,,,,잠실4동,,,,,,,,,,,,,
2438,,,,잠실6동,,,,,,,,,,,,,
2439,,,,잠실7동,,,,,,,,,,,,,
2440,,,,잠실본동,,,,,,,,,,,,,
2441,,,,잠원동,,,,,,,,,,,,,
2442,,,,장계면,,,,,,,,,,,,,
2443,,,,장곡동,,,,,,,,,,,,,
2444,,,,장곡면,,,,,,,,,,,,,
2445,,,,장군면,,,,,,,,,,,,,
2446,,,,장기동,,,,,,,,,,,,,
2447,,,,장기면,,,,,,,,,,,,,
2448,,,,장기본동,,,,,,,,,,,,,
2449,,,,장남면,,,,,,,,,,,,,
2450,,,,장단면,,,,,,,,,,,,,
2451,,,,장동면,,,,,,,,,,,,,
2452,,,,장량동,,,,,,,,,,,,,
2453,,,,장림제1동,,,,,,,,,,,,,
2454,,,,장림제2동,,,,,,,,,,,,,
2455,,,,장마면,,,,,,,,,,,,,
2456,,,,장명동,,,,,,,,,,,,,
2457,,,,장목면,,,,,,,,,,,,,
2458,,,,장산면,,,,,,,,,,,,,
2459,,,,장성동,,,,,,,,,,,,,
2460,,,,장성읍,,,,,,,,,,,,,
2461,,,,장수면,,,,,,,,,,,,,
2462,,,,장수서창동,,,,,,,,,,,,,
2463,,,,장수읍,,,,,,,,,,,,,
2464,,,,장승포동,,,,,,,,,,,,,
2465,,,,장안면,,,,,,,,,,,,,
2466,,,,장안읍,,,,,,,,,,,,,
2467,,,,장안제1동,,,,,,,,,,,,,
2468,,,,장안제2동,,,,,,,,,,,,,
2469,,,,장암동,,,,,,,,,,,,,
2470,,,,장암면,,,,,,,,,,,,,
2471,,,,장연면,,,,,,,,,,,,,
2472,,,,장위제1동,,,,,,,,,,,,,
2473,,,,장위제2동,,,,,,,,,,,,,
2474,,,,장위제3동,,,,,,,,,,,,,
2475,,,,장유1동,,,,,,,,,,,,,
2476,,,,장유2동,,,,,,,,,,,,,
2477,,,,장유3동,,,,,,,,,,,,,
2478,,,,장전제1동,,,,,,,,,,,,,
2479,,,,장전제2동,,,,,,,,,,,,,
2480,,,,장지동,,,,,,,,,,,,,
2481,,,,장천동,,,,,,,,,,,,,
2482,,,,장천면,,,,,,,,,,,,,
2483,,,,장충동,,,,,,,,,,,,,
2484,,,,장평동,,,,,,,,,,,,,
2485,,,,장평면,,,,,,,,,,,,,
2486,,,,장항1동,,,,,,,,,,,,,
2487,,,,장항2동,,,,,,,,,,,,,
2488,,,,장항읍,,,,,,,,,,,,,
2489,,,,장호원읍,,,,,,,,,,,,,
2490,,,,장흥면,,,,,,,,,,,,,
2491,,,,장흥읍,,,,,,,,,,,,,
2492,,,,재궁동,,,,,,,,,,,,,
2493,,,,재산면,,,,,,,,,,,,,
2494,,,,재송제1동,,,,,,,,,,,,,
2495,,,,재송제2동,,,,,,,,,,,,,
2496,,,,저전동,,,,,,,,,,,,,
2497,,,,적량면,,,,,,,,,,,,,
2498,,,,적상면,,,,,,,,,,,,,
2499,,,,적성면,,,,,,,,,,,,,
2500,,,,적중면,,,,,,,,,,,,,
2501,,,,전곡읍,,,,,,,,,,,,,
2502,,,,전농제1동,,,,,,,,,,,,,
2503,,,,전농제2동,,,,,,,,,,,,,
2504,,,,전동면,,,,,,,,,,,,,
2505,,,,전민동,,,,,,,,,,,,,
2506,,,,전의면,,,,,,,,,,,,,
2507,,,,전포제1동,,,,,,,,,,,,,
2508,,,,전포제2동,,,,,,,,,,,,,
2509,,,,전하1동,,,,,,,,,,,,,
2510,,,,전하2동,,,,,,,,,,,,,
2511,,,,점곡면,,,,,,,,,,,,,
2512,,,,점동면,,,,,,,,,,,,,
2513,,,,점암면,,,,,,,,,,,,,
2514,,,,점촌1동,,,,,,,,,,,,,
2515,,,,점촌2동,,,,,,,,,,,,,
2516,,,,점촌3동,,,,,,,,,,,,,
2517,,,,점촌4동,,,,,,,,,,,,,
2518,,,,점촌5동,,,,,,,,,,,,,
2519,,,,정곡면,,,,,,,,,,,,,
2520,,,,정관읍,,,,,,,,,,,,,
2521,,,,정남면,,,,,,,,,,,,,
2522,,,,정동면,,,,,,,,,,,,,
2523,,,,정라동,,,,,,,,,,,,,
2524,,,,정량동,,,,,,,,,,,,,
2525,,,,정릉제1동,,,,,,,,,,,,,
2526,,,,정릉제2동,,,,,,,,,,,,,
2527,,,,정릉제3동,,,,,,,,,,,,,
2528,,,,정릉제4동,,,,,,,,,,,,,
2529,,,,정림동,,,,,,,,,,,,,
2530,,,,정미면,,,,,,,,,,,,,
2531,,,,정발산동,,,,,,,,,,,,,
2532,,,,정방동,,,,,,,,,,,,,
2533,,,,정산면,,,,,,,,,,,,,
2534,,,,정선읍,,,,,,,,,,,,,
2535,,,,정안면,,,,,,,,,,,,,
2536,,,,정왕1동,,,,,,,,,,,,,
2537,,,,정왕2동,,,,,,,,,,,,,
2538,,,,정왕3동,,,,,,,,,,,,,
2539,,,,정왕4동,,,,,,,,,,,,,
2540,,,,정왕본동,,,,,,,,,,,,,
2541,,,,정우면,,,,,,,,,,,,,
2542,,,,정자1동,,,,,,,,,,,,,
2543,,,,정자2동,,,,,,,,,,,,,
2544,,,,정자3동,,,,,,,,,,,,,
2545,,,,정자동,,,,,,,,,,,,,
2546,,,,정천면,,,,,,,,,,,,,
2547,,,,정촌면,,,,,,,,,,,,,
2548,,,,제기동,,,,,,,,,,,,,
2549,,,,제원면,,,,,,,,,,,,,
2550,,,,제철동,,,,,,,,,,,,,
2551,,,,조곡동,,,,,,,,,,,,,
2552,,,,조도면,,,,,,,,,,,,,
2553,,,,조리읍,,,,,,,,,,,,,
2554,,,,조마면,,,,,,,,,,,,,
2555,,,,조성면,,,,,,,,,,,,,
2556,,,,조안면,,,,,,,,,,,,,
2557,,,,조양동,,,,,,,,,,,,,
2558,,,,조운동,,,,,,,,,,,,,
2559,,,,조원1동,,,,,,,,,,,,,
2560,,,,조원2동,,,,,,,,,,,,,
2561,,,,조원동,,,,,,,,,,,,,
2562,,,,조종면,,,,,,,,,,,,,
2563,,,,조천읍,,,,,,,,,,,,,
2564,,,,조촌동,,,,,,,,,,,,,
2565,,,,조치원읍,,,,,,,,,,,,,
2566,,,,종로1.2.3.4가동,,,,,,,,,,,,,
2567,,,,종로5.6가동,,,,,,,,,,,,,
2568,,,,종암동,,,,,,,,,,,,,
2569,,,,종천면,,,,,,,,,,,,,
2570,,,,종촌동,,,,,,,,,,,,,
2571,,,,좌제1동,,,,,,,,,,,,,
2572,,,,좌제2동,,,,,,,,,,,,,
2573,,,,좌제3동,,,,,,,,,,,,,
2574,,,,좌제4동,,,,,,,,,,,,,
2575,,,,좌천동,,,,,,,,,,,,,
2576,,,,주교동,,,,,,,,,,,,,
2577,,,,주교면,,,,,,,,,,,,,
2578,,,,주덕읍,,,,,,,,,,,,,
2579,,,,주례제1동,,,,,,,,,,,,,
2580,,,,주례제2동,,,,,,,,,,,,,
2581,,,,주례제3동,,,,,,,,,,,,,
2582,,,,주문진읍,,,,,,,,,,,,,
2583,,,,주산면,,,,,,,,,,,,,
2584,,,,주삼동,,,,,,,,,,,,,
2585,,,,주상면,,,,,,,,,,,,,
2586,,,,주생면,,,,,,,,,,,,,
2587,,,,주안1동,,,,,,,,,,,,,
2588,,,,주안2동,,,,,,,,,,,,,
2589,,,,주안3동,,,,,,,,,,,,,
2590,,,,주안4동,,,,,,,,,,,,,
2591,,,,주안5동,,,,,,,,,,,,,
2592,,,,주안6동,,,,,,,,,,,,,
2593,,,,주안7동,,,,,,,,,,,,,
2594,,,,주안8동,,,,,,,,,,,,,
2595,,,,주암면,,,,,,,,,,,,,
2596,,,,주엽1동,,,,,,,,,,,,,
2597,,,,주엽2동,,,,,,,,,,,,,
2598,,,,주왕산면,,,,,,,,,,,,,
2599,,,,주월1동,,,,,,,,,,,,,
2600,,,,주월2동,,,,,,,,,,,,,
2601,,,,주천면,,,,,,,,,,,,,
2602,,,,주촌면,,,,,,,,,,,,,
2603,,,,주포면,,,,,,,,,,,,,
2604,,,,죽곡면,,,,,,,,,,,,,
2605,,,,죽교동,,,,,,,,,,,,,
2606,,,,죽도동,,,,,,,,,,,,,
2607,,,,죽변면,,,,,,,,,,,,,
2608,,,,죽산면,,,,,,,,,,,,,
2609,,,,죽왕면,,,,,,,,,,,,,
2610,,,,죽장면,,,,,,,,,,,,,
2611,,,,죽전1동,,,,,,,,,,,,,
2612,,,,죽전2동,,,,,,,,,,,,,
2613,,,,죽전동,,,,,,,,,,,,,
2614,,,,죽항동,,,,,,,,,,,,,
2615,,,,줄포면,,,,,,,,,,,,,
2616,,,,중계1동,,,,,,,,,,,,,
2617,,,,중계2.3동,,,,,,,,,,,,,
2618,,,,중계4동,,,,,,,,,,,,,
2619,,,,중계본동,,,,,,,,,,,,,
2620,,,,중곡제1동,,,,,,,,,,,,,
2621,,,,중곡제2동,,,,,,,,,,,,,
2622,,,,중곡제3동,,,,,,,,,,,,,
2623,,,,중곡제4동,,,,,,,,,,,,,
2624,,,,중구동,,,,,,,,,,,,,
2625,,,,중동,,,,,,,,,,,,,
2626,,,,중동면,,,,,,,,,,,,,
2627,,,,중리동,,,,,,,,,,,,,
2628,,,,중림동,,,,,,,,,,,,,
2629,,,,중마동,,,,,,,,,,,,,
2630,,,,중면,,,,,,,,,,,,,
2631,,,,중문동,,,,,,,,,,,,,
2632,,,,중방동,,,,,,,,,,,,,
2633,,,,중부동,,,,,,,,,,,,,
2634,,,,중산동,,,,,,,,,,,,,
2635,,,,중앙동,,,,,,,,,,,,,
2636,,,,중앙탑면,,,,,,,,,,,,,
2637,,,,중제1동,,,,,,,,,,,,,
2638,,,,중제2동,,,,,,,,,,,,,
2639,,,,중촌동,,,,,,,,,,,,,
2640,,,,중학동,,,,,,,,,,,,,
2641,,,,중화산1동,,,,,,,,,,,,,
2642,,,,중화산2동,,,,,,,,,,,,,
2643,,,,중화제1동,,,,,,,,,,,,,
2644,,,,중화제2동,,,,,,,,,,,,,
2645,,,,중흥1동,,,,,,,,,,,,,
2646,,,,중흥2동,,,,,,,,,,,,,
2647,,,,중흥3동,,,,,,,,,,,,,
2648,,,,증도면,,,,,,,,,,,,,
2649,,,,증산동,,,,,,,,,,,,,
2650,,,,증산면,,,,,,,,,,,,,
2651,,,,증평읍,,,,,,,,,,,,,
2652,,,,증포동,,,,,,,,,,,,,
2653,,,,지곡면,,,,,,,,,,,,,
2654,,,,지도읍,,,,,,,,,,,,,
2655,,,,지동,,,,,,,,,,,,,
2656,,,,지례면,,,,,,,,,,,,,
2657,,,,지보면,,,,,,,,,,,,,
2658,,,,지사면,,,,,,,,,,,,,
2659,,,,지산1동,,,,,,,,,,,,,
2660,,,,지산2동,,,,,,,,,,,,,
2661,,,,지산동,,,,,,,,,,,,,
2662,,,,지산면,,,,,,,,,,,,,
2663,,,,지수면,,,,,,,,,,,,,
2664,,,,지원1동,,,,,,,,,,,,,
2665,,,,지원2동,,,,,,,,,,,,,
2666,,,,지저동,,,,,,,,,,,,,
2667,,,,지정면,,,,,,,,,,,,,
2668,,,,지좌동,,,,,,,,,,,,,
2669,,,,지천면,,,,,,,,,,,,,
2670,,,,지평면,,,,,,,,,,,,,
2671,,,,지품면,,,,,,,,,,,,,
2672,,,,지현동,,,,,,,,,,,,,
2673,,,,직산읍,,,,,,,,,,,,,
2674,,,,진건읍,,,,,,,,,,,,,
2675,,,,진관동,,,,,,,,,,,,,
2676,,,,진교면,,,,,,,,,,,,,
2677,,,,진도읍,,,,,,,,,,,,,
2678,,,,진동면,,,,,,,,,,,,,
2679,,,,진량읍,,,,,,,,,,,,,
2680,,,,진례면,,,,,,,,,,,,,
2681,,,,진미동,,,,,,,,,,,,,
2682,,,,진보면,,,,,,,,,,,,,
2683,,,,진봉면,,,,,,,,,,,,,
2684,,,,진부면,,,,,,,,,,,,,
2685,,,,진북동,,,,,,,,,,,,,
2686,,,,진북면,,,,,,,,,,,,,
2687,,,,진산면,,,,,,,,,,,,,
2688,,,,진상면,,,,,,,,,,,,,
2689,,,,진서면,,,,,,,,,,,,,
2690,,,,진성면,,,,,,,,,,,,,
2691,,,,진안동,,,,,,,,,,,,,
2692,,,,진안읍,,,,,,,,,,,,,
2693,,,,진영읍,,,,,,,,,,,,,
2694,,,,진원면,,,,,,,,,,,,,
2695,,,,진월면,,,,,,,,,,,,,
2696,,,,진위면,,,,,,,,,,,,,
2697,,,,진잠동,,,,,,,,,,,,,
2698,,,,진전면,,,,,,,,,,,,,
2699,,,,진접읍,,,,,,,,,,,,,
2700,,,,진천동,,,,,,,,,,,,,
2701,,,,진천읍,,,,,,,,,,,,,
2702,,,,집현면,,,,,,,,,,,,,
2703,,,,차황면,,,,,,,,,,,,,
2704,,,,창녕읍,,,,,,,,,,,,,
2705,,,,창릉동,,,,,,,,,,,,,
2706,,,,창선면,,,,,,,,,,,,,
2707,,,,창수면,,,,,,,,,,,,,
2708,,,,창신제1동,,,,,,,,,,,,,
2709,,,,창신제2동,,,,,,,,,,,,,
2710,,,,창신제3동,,,,,,,,,,,,,
2711,,,,창전동,,,,,,,,,,,,,
2712,,,,창제1동,,,,,,,,,,,,,
2713,,,,창제2동,,,,,,,,,,,,,
2714,,,,창제3동,,,,,,,,,,,,,
2715,,,,창제4동,,,,,,,,,,,,,
2716,,,,창제5동,,,,,,,,,,,,,
2717,,,,창평면,,,,,,,,,,,,,
2718,,,,채운면,,,,,,,,,,,,,
2719,,,,천곡동,,,,,,,,,,,,,
2720,,,,천북면,,,,,,,,,,,,,
2721,,,,천연동,,,,,,,,,,,,,
2722,,,,천전동,,,,,,,,,,,,,
2723,,,,천지동,,,,,,,,,,,,,
2724,,,,천천면,,,,,,,,,,,,,
2725,,,,천현동,,,,,,,,,,,,,
2726,,,,천호제1동,,,,,,,,,,,,,
2727,,,,천호제2동,,,,,,,,,,,,,
2728,,,,천호제3동,,,,,,,,,,,,,
2729,,,,철마면,,,,,,,,,,,,,
2730,,,,철산1동,,,,,,,,,,,,,
2731,,,,철산2동,,,,,,,,,,,,,
2732,,,,철산3동,,,,,,,,,,,,,
2733,,,,철산4동,,,,,,,,,,,,,
2734,,,,철암동,,,,,,,,,,,,,
2735,,,,철원읍,,,,,,,,,,,,,
2736,,,,첨단1동,,,,,,,,,,,,,
2737,,,,첨단2동,,,,,,,,,,,,,
2738,,,,청계동,,,,,,,,,,,,,
2739,,,,청계면,,,,,,,,,,,,,
2740,,,,청구동,,,,,,,,,,,,,
2741,,,,청기면,,,,,,,,,,,,,
2742,,,,청남면,,,,,,,,,,,,,
2743,,,,청담동,,,,,,,,,,,,,
2744,,,,청덕면,,,,,,,,,,,,,
2745,,,,청도면,,,,,,,,,,,,,
2746,,,,청도읍,,,,,,,,,,,,,
2747,,,,청라1동,,,,,,,,,,,,,
2748,,,,청라2동,,,,,,,,,,,,,
2749,,,,청라3동,,,,,,,,,,,,,
2750,,,,청라면,,,,,,,,,,,,,
2751,,,,청량리동,,,,,,,,,,,,,
2752,,,,청량읍,,,,,,,,,,,,,
2753,,,,청룡노포동,,,,,,,,,,,,,
2754,,,,청룡동,,,,,,,,,,,,,
2755,,,,청리면,,,,,,,,,,,,,
2756,,,,청림동,,,,,,,,,,,,,
2757,,,,청북읍,,,,,,,,,,,,,
2758,,,,청산면,,,,,,,,,,,,,
2759,,,,청성면,,,,,,,,,,,,,
2760,,,,청소면,,,,,,,,,,,,,
2761,,,,청송읍,,,,,,,,,,,,,
2762,,,,청안면,,,,,,,,,,,,,
2763,,,,청암면,,,,,,,,,,,,,
2764,,,,청양읍,,,,,,,,,,,,,
2765,,,,청운면,,,,,,,,,,,,,
2766,,,,청운효자동,,,,,,,,,,,,,
2767,,,,청웅면,,,,,,,,,,,,,
2768,,,,청일면,,,,,,,,,,,,,
2769,,,,청전동,,,,,,,,,,,,,
2770,,,,청천1동,,,,,,,,,,,,,
2771,,,,청천2동,,,,,,,,,,,,,
2772,,,,청천면,,,,,,,,,,,,,
2773,,,,청통면,,,,,,,,,,,,,
2774,,,,청파동,,,,,,,,,,,,,
2775,,,,청평면,,,,,,,,,,,,,
2776,,,,청풍면,,,,,,,,,,,,,
2777,,,,청하면,,,,,,,,,,,,,
2778,,,,청학동,,,,,,,,,,,,,
2779,,,,청학제1동,,,,,,,,,,,,,
2780,,,,청학제2동,,,,,,,,,,,,,
2781,,,,청호동,,,,,,,,,,,,,
2782,,,,초계면,,,,,,,,,,,,,
2783,,,,초당동,,,,,,,,,,,,,
2784,,,,초동면,,,,,,,,,,,,,
2785,,,,초량제1동,,,,,,,,,,,,,
2786,,,,초량제2동,,,,,,,,,,,,,
2787,,,,초량제3동,,,,,,,,,,,,,
2788,,,,초량제6동,,,,,,,,,,,,,
2789,,,,초산동,,,,,,,,,,,,,
2790,,,,초월읍,,,,,,,,,,,,,
2791,,,,초읍동,,,,,,,,,,,,,
2792,,,,초이동,,,,,,,,,,,,,
2793,,,,초장동,,,,,,,,,,,,,
2794,,,,초전면,,,,,,,,,,,,,
2795,,,,초지동,,,,,,,,,,,,,
2796,,,,초촌면,,,,,,,,,,,,,
2797,,,,초평동,,,,,,,,,,,,,
2798,,,,초평면,,,,,,,,,,,,,
2799,,,,추부면,,,,,,,,,,,,,
2800,,,,추자면,,,,,,,,,,,,,
2801,,,,추풍령면,,,,,,,,,,,,,
2802,,,,축동면,,,,,,,,,,,,,
2803,,,,축산면,,,,,,,,,,,,,
2804,,,,춘궁동,,,,,,,,,,,,,
2805,,,,춘산면,,,,,,,,,,,,,
2806,,,,춘양면,,,,,,,,,,,,,
2807,,,,춘포면,,,,,,,,,,,,,
2808,,,,충무공동,,,,,,,,,,,,,
2809,,,,충무동,,,,,,,,,,,,,
2810,,,,충장동,,,,,,,,,,,,,
2811,,,,충현동,,,,,,,,,,,,,
2812,,,,충화면,,,,,,,,,,,,,
2813,,,,취암동,,,,,,,,,,,,,
2814,,,,치평동,,,,,,,,,,,,,
2815,,,,칠곡면,,,,,,,,,,,,,
2816,,,,칠금.금릉동,,,,,,,,,,,,,
2817,,,,칠량면,,,,,,,,,,,,,
2818,,,,칠보면,,,,,,,,,,,,,
2819,,,,칠북면,,,,,,,,,,,,,
2820,,,,칠산서부동,,,,,,,,,,,,,
2821,,,,칠서면,,,,,,,,,,,,,
2822,,,,칠성동,,,,,,,,,,,,,
2823,,,,칠성면,,,,,,,,,,,,,
2824,,,,칠원읍,,,,,,,,,,,,,
2825,,,,침산1동,,,,,,,,,,,,,
2826,,,,침산2동,,,,,,,,,,,,,
2827,,,,침산3동,,,,,,,,,,,,,
2828,,,,탄방동,,,,,,,,,,,,,
2829,,,,탄벌동,,,,,,,,,,,,,
2830,,,,탄부면,,,,,,,,,,,,,
2831,,,,탄천면,,,,,,,,,,,,,
2832,,,,탄현동,,,,,,,,,,,,,
2833,,,,탄현면,,,,,,,,,,,,,
2834,,,,탑대성동,,,,,,,,,,,,,
2835,,,,탕정면,,,,,,,,,,,,,
2836,,,,태백동,,,,,,,,,,,,,
2837,,,,태안읍,,,,,,,,,,,,,
2838,,,,태인동,,,,,,,,,,,,,
2839,,,,태인면,,,,,,,,,,,,,
2840,,,,태장1동,,,,,,,,,,,,,
2841,,,,태장2동,,,,,,,,,,,,,
2842,,,,태전1동,,,,,,,,,,,,,
2843,,,,태전2동,,,,,,,,,,,,,
2844,,,,태평1동,,,,,,,,,,,,,
2845,,,,태평2동,,,,,,,,,,,,,
2846,,,,태평3동,,,,,,,,,,,,,
2847,,,,태평4동,,,,,,,,,,,,,
2848,,,,태화동,,,,,,,,,,,,,
2849,,,,토성면,,,,,,,,,,,,,
2850,,,,토지면,,,,,,,,,,,,,
2851,,,,통복동,,,,,,,,,,,,,
2852,,,,통진읍,,,,,,,,,,,,,
2853,,,,퇴계동,,,,,,,,,,,,,
2854,,,,퇴계원읍,,,,,,,,,,,,,
2855,,,,퇴촌면,,,,,,,,,,,,,
2856,,,,파동,,,,,,,,,,,,,
2857,,,,파장동,,,,,,,,,,,,,
2858,,,,파주읍,,,,,,,,,,,,,
2859,,,,파천면,,,,,,,,,,,,,
2860,,,,파평면,,,,,,,,,,,,,
2861,,,,판교동,,,,,,,,,,,,,
2862,,,,판교면,,,,,,,,,,,,,
2863,,,,판문동,,,,,,,,,,,,,
2864,,,,판부면,,,,,,,,,,,,,
2865,,,,판암1동,,,,,,,,,,,,,
2866,,,,판암2동,,,,,,,,,,,,,
2867,,,,팔금면,,,,,,,,,,,,,
2868,,,,팔덕면,,,,,,,,,,,,,
2869,,,,팔룡동,,,,,,,,,,,,,
2870,,,,팔복동,,,,,,,,,,,,,
2871,,,,팔봉동,,,,,,,,,,,,,
2872,,,,팔봉면,,,,,,,,,,,,,
2873,,,,팔탄면,,,,,,,,,,,,,
2874,,,,팽성읍,,,,,,,,,,,,,
2875,,,,평거동,,,,,,,,,,,,,
2876,,,,평내동,,,,,,,,,,,,,
2877,,,,평동,,,,,,,,,,,,,
2878,,,,평리1동,,,,,,,,,,,,,
2879,,,,평리2동,,,,,,,,,,,,,
2880,,,,평리3동,,,,,,,,,,,,,
2881,,,,평리4동,,,,,,,,,,,,,
2882,,,,평리5동,,,,,,,,,,,,,
2883,,,,평리6동,,,,,,,,,,,,,
2884,,,,평산동,,,,,,,,,,,,,
2885,,,,평안동,,,,,,,,,,,,,
2886,,,,평은면,,,,,,,,,,,,,
2887,,,,평창동,,,,,,,,,,,,,
